seq1_id,seq2_id,tm_score,evalue
cath|4_4_0|1a4eA00,cath|4_4_0|1avwB00,0.246500,9.108000
cath|4_4_0|1a4eA00,cath|4_4_0|1a3gA01,0.167400,8.650000
cath|4_4_0|1a4eA00,cath|4_4_0|1b23P03,0.246900,7.037000
cath|4_4_0|1a4eA00,cath|4_4_0|1b23P01,0.246900,7.037000
cath|4_4_0|1a4eA00,cath|4_4_0|1a8dA02,0.192200,5.724000
cath|4_4_0|1a4eA00,cath|4_4_0|1ajqB01,0.165600,4.903000
cath|4_4_0|1a4eA00,cath|4_4_0|1adqA01,0.134400,4.903000
cath|4_4_0|1a4eA00,cath|4_4_0|1b77A00,0.099000,3.596000
cath|4_4_0|1a70A00,cath|4_4_0|1awdA00,0.991600,0.000000
cath|4_4_0|1a70A00,cath|4_4_0|1ayfA00,0.698100,0.001756
cath|4_4_0|1a70A00,cath|4_4_0|1aw7A01,0.322100,0.649800
cath|4_4_0|1a70A00,cath|4_4_0|1b1zA02,0.260900,0.443700
cath|4_4_0|1a70A00,cath|4_4_0|1aorA03,0.329800,2.470000
cath|4_4_0|1a70A00,cath|4_4_0|1aorA02,0.329800,2.470000
cath|4_4_0|1a70A00,cath|4_4_0|1aorA01,0.329800,2.470000
cath|4_4_0|1a70A00,cath|4_4_0|1a68A00,0.753800,7.757000
cath|4_4_0|1a70A00,cath|4_4_0|1accA02,0.352100,4.108000
cath|4_4_0|1a70A00,cath|4_4_0|1an8A02,0.315000,3.394000
cath|4_4_0|1a70A00,cath|4_4_0|1an8A01,0.315000,3.394000
cath|4_4_0|1a70A00,cath|4_4_0|1askA00,0.233900,2.318000
cath|4_4_0|1a70A00,cath|4_4_0|1aqzA00,0.313800,3.185000
cath|4_4_0|1a70A00,cath|4_4_0|1aqtA01,0.243400,4.108000
cath|4_4_0|1a70A00,cath|4_4_0|1a8lA02,0.539000,6.410000
cath|4_4_0|1a70A00,cath|4_4_0|1a8lA01,0.539000,6.410000
cath|4_4_0|1a70A00,cath|4_4_0|1b25A03,0.375700,7.757000
cath|4_4_0|1a70A00,cath|4_4_0|1b25A02,0.375700,7.757000
cath|4_4_0|1a70A00,cath|4_4_0|1b25A01,0.375700,7.757000
cath|4_4_0|1a70A00,cath|4_4_0|1a3wA02,0.173800,3.185000
cath|4_4_0|1a70A00,cath|4_4_0|1a3wA01,0.173800,3.185000
cath|4_4_0|1a70A00,cath|4_4_0|1a0gA02,0.192900,6.831000
cath|4_4_0|1a70A00,cath|4_4_0|1a3wB03,0.212400,7.279000
cath|4_4_0|1a70A00,cath|4_4_0|1avgI00,0.338900,9.385000
cath|4_4_0|1a70A00,cath|4_4_0|1auyC00,0.186300,6.410000
cath|4_4_0|1a70A00,cath|4_4_0|1aa6A03,0.157400,5.645000
cath|4_4_0|1a70A00,cath|4_4_0|1avyA00,0.268900,10.000000
cath|4_4_0|1a70A00,cath|4_4_0|1b2rA02,0.303800,10.000000
cath|4_4_0|1a70A00,cath|4_4_0|1avwB00,0.160500,10.000000
cath|4_4_0|1a70A00,cath|4_4_0|1axiB02,0.121700,6.410000
cath|4_4_0|1a70A00,cath|4_4_0|1axiB01,0.121700,6.410000
cath|4_4_0|1a70A00,cath|4_4_0|12caA00,0.248300,10.000000
cath|4_4_0|1a70A00,cath|4_4_0|1b3oA00,0.219800,9.385000
cath|4_4_0|1a70A00,cath|4_4_0|1amuA04,0.161000,9.385000
cath|4_4_0|1a70A00,cath|4_4_0|1amuA03,0.161000,9.385000
cath|4_4_0|1a70A00,cath|4_4_0|1amuA02,0.161000,9.385000
cath|4_4_0|1a70A00,cath|4_4_0|1amuA01,0.161000,9.385000
cath|4_4_0|1a70A00,cath|4_4_0|1anuA00,0.135000,10.000000
cath|4_4_0|1aa7A02,cath|4_4_0|1aeiA02,0.235400,1.142000
cath|4_4_0|1aa7A02,cath|4_4_0|1aj9A00,0.482100,7.931000
cath|4_4_0|1aa7A02,cath|4_4_0|1b0bA00,0.214300,2.732000
cath|4_4_0|1aa7A02,cath|4_4_0|1b33D00,0.195900,2.480000
cath|4_4_0|1aa7A02,cath|4_4_0|1a59A02,0.206100,2.732000
cath|4_4_0|1aa7A02,cath|4_4_0|1a59A01,0.206100,2.732000
cath|4_4_0|1aa7A02,cath|4_4_0|1aepA00,0.266400,4.656000
cath|4_4_0|1aa7A02,cath|4_4_0|1axnA04,0.263900,5.384000
cath|4_4_0|1aa7A02,cath|4_4_0|1axnA03,0.263900,5.384000
cath|4_4_0|1aa7A02,cath|4_4_0|1axnA02,0.263900,5.384000
cath|4_4_0|1aa7A02,cath|4_4_0|1axnA01,0.263900,5.384000
cath|4_4_0|1aa7A02,cath|4_4_0|1a9wE00,0.229200,4.226000
cath|4_4_0|1aa7A02,cath|4_4_0|1b33I00,0.196300,3.835000
cath|4_4_0|1aa7A02,cath|4_4_0|1anxA04,0.244700,6.535000
cath|4_4_0|1aa7A02,cath|4_4_0|1anxA03,0.244700,6.535000
cath|4_4_0|1aa7A02,cath|4_4_0|1anxA02,0.244700,6.535000
cath|4_4_0|1aa7A02,cath|4_4_0|1anxA01,0.244700,6.535000
cath|4_4_0|1aa7A02,cath|4_4_0|1a01B00,0.313100,8.738000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA08,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA07,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA06,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA05,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA04,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA02,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1avcA01,0.228900,8.325000
cath|4_4_0|1aa7A02,cath|4_4_0|1a3oA00,0.164300,5.932000
cath|4_4_0|1aa7A02,cath|4_4_0|1a6gA00,0.150900,5.932000
cath|4_4_0|1aa7A02,cath|4_4_0|1b33B00,0.190900,6.859000
cath|4_4_0|1aa7A02,cath|4_4_0|1a6dA03,0.174700,5.932000
cath|4_4_0|1aa7A02,cath|4_4_0|1a6dA02,0.174700,5.932000
cath|4_4_0|1aa7A02,cath|4_4_0|1a6dA01,0.174700,5.932000
cath|4_4_0|1aa7A02,cath|4_4_0|1abvA00,0.239500,9.171000
cath|4_4_0|1aa7A02,cath|4_4_0|1aisB02,0.181700,9.171000
cath|4_4_0|1aa7A02,cath|4_4_0|1aisB01,0.181700,9.171000
cath|4_4_0|1aa7A02,cath|4_4_0|1aq0A00,0.234200,9.625000
cath|4_4_0|1aa7A02,cath|4_4_0|1b33K00,0.174000,8.738000
cath|4_4_0|1agyA00,cath|4_4_0|1a88A00,0.589400,0.009986
cath|4_4_0|1agyA00,cath|4_4_0|1a8uA00,0.593600,0.014130
cath|4_4_0|1agyA00,cath|4_4_0|1a8sA00,0.556900,0.021190
cath|4_4_0|1agyA00,cath|4_4_0|1auoA00,0.481100,0.014130
cath|4_4_0|1agyA00,cath|4_4_0|1a8qA00,0.584600,0.107100
cath|4_4_0|1agyA00,cath|4_4_0|1aqlA00,0.557600,0.180300
cath|4_4_0|1agyA00,cath|4_4_0|1azwA00,0.509900,0.191100
cath|4_4_0|1agyA00,cath|4_4_0|1atzB00,0.447800,0.214500
cath|4_4_0|1agyA00,cath|4_4_0|1aoxA00,0.387600,0.151600
cath|4_4_0|1agyA00,cath|4_4_0|1ag9A00,0.404700,0.303600
cath|4_4_0|1agyA00,cath|4_4_0|1augA00,0.500200,0.482300
cath|4_4_0|1agyA00,cath|4_4_0|1a5aA00,0.254800,0.095410
cath|4_4_0|1agyA00,cath|4_4_0|1aw5A00,0.318200,0.170200
cath|4_4_0|1agyA00,cath|4_4_0|1b1cA00,0.272800,0.135000
cath|4_4_0|1agyA00,cath|4_4_0|1a2zA00,0.471200,0.541500
cath|4_4_0|1agyA00,cath|4_4_0|1aq0A00,0.364000,0.607900
cath|4_4_0|1agyA00,cath|4_4_0|1avtA00,0.351300,0.766200
cath|4_4_0|1agyA00,cath|4_4_0|1a2qA00,0.366500,0.965800
cath|4_4_0|1agyA00,cath|4_4_0|1b2rA02,0.289700,0.455200
cath|4_4_0|1agyA00,cath|4_4_0|1b3vA00,0.301200,0.405400
cath|4_4_0|1agyA00,cath|4_4_0|1abeA01,0.527900,2.301000
cath|4_4_0|1agyA00,cath|4_4_0|1b4kB00,0.270500,0.429600
cath|4_4_0|1agyA00,cath|4_4_0|1ad1A00,0.272800,0.511000
cath|4_4_0|1agyA00,cath|4_4_0|1ak9A00,0.368800,1.290000
cath|4_4_0|1agyA00,cath|4_4_0|1b3xA00,0.359200,0.723200
cath|4_4_0|1agyA00,cath|4_4_0|1b00A00,0.556300,3.450000
cath|4_4_0|1agyA00,cath|4_4_0|1b30A00,0.385800,1.149000
cath|4_4_0|1agyA00,cath|4_4_0|1aqnA00,0.373300,1.723000
cath|4_4_0|1agyA00,cath|4_4_0|1b3zA00,0.299700,0.811900
cath|4_4_0|1agyA00,cath|4_4_0|1a05A00,0.301900,0.644100
cath|4_4_0|1agyA00,cath|4_4_0|1b23P03,0.356600,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1b23P01,0.356600,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1ax4B02,0.320200,1.149000
cath|4_4_0|1agyA00,cath|4_4_0|1ah5A03,0.593100,3.450000
cath|4_4_0|1agyA00,cath|4_4_0|1b3wA00,0.291100,0.965800
cath|4_4_0|1agyA00,cath|4_4_0|1aroL00,0.410700,2.900000
cath|4_4_0|1agyA00,cath|4_4_0|1ae1A00,0.360100,2.049000
cath|4_4_0|1agyA00,cath|4_4_0|1av7A00,0.386300,3.256000
cath|4_4_0|1agyA00,cath|4_4_0|1a54A02,0.360500,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1agxA02,0.416600,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1agxA01,0.416600,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1b3oB00,0.273100,1.217000
cath|4_4_0|1agyA00,cath|4_4_0|1b1aA00,0.281800,1.290000
cath|4_4_0|1agyA00,cath|4_4_0|1akqA00,0.363400,2.900000
cath|4_4_0|1agyA00,cath|4_4_0|1amkA00,0.224900,1.023000
cath|4_4_0|1agyA00,cath|4_4_0|1a5yA00,0.258900,1.290000
cath|4_4_0|1agyA00,cath|4_4_0|1b3yA00,0.308100,1.626000
cath|4_4_0|1agyA00,cath|4_4_0|1as0A01,0.284400,1.534000
cath|4_4_0|1agyA00,cath|4_4_0|1avaA02,0.325400,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1avaA01,0.325400,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1a97B00,0.347100,2.900000
cath|4_4_0|1agyA00,cath|4_4_0|1acmA01,0.224700,1.149000
cath|4_4_0|1agyA00,cath|4_4_0|1a40A02,0.362600,2.583000
cath|4_4_0|1agyA00,cath|4_4_0|1b4eA00,0.271000,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1b5oA02,0.196300,0.811900
cath|4_4_0|1agyA00,cath|4_4_0|1b3rA02,0.385400,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1ax4C02,0.320200,2.583000
cath|4_4_0|1agyA00,cath|4_4_0|1aquB00,0.231400,1.367000
cath|4_4_0|1agyA00,cath|4_4_0|1b3oA00,0.261000,2.049000
cath|4_4_0|1agyA00,cath|4_4_0|1aiaA02,0.243500,2.172000
cath|4_4_0|1agyA00,cath|4_4_0|1akaA02,0.219200,1.217000
cath|4_4_0|1agyA00,cath|4_4_0|1b26A01,0.373800,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1ajsA02,0.198700,1.084000
cath|4_4_0|1agyA00,cath|4_4_0|1a0dA00,0.279300,2.049000
cath|4_4_0|1agyA00,cath|4_4_0|1b0zA02,0.359900,3.656000
cath|4_4_0|1agyA00,cath|4_4_0|1b0zA01,0.359900,3.656000
cath|4_4_0|1agyA00,cath|4_4_0|1a3wA02,0.293300,2.737000
cath|4_4_0|1agyA00,cath|4_4_0|1a3wA01,0.293300,2.737000
cath|4_4_0|1agyA00,cath|4_4_0|1b1yA00,0.306000,2.737000
cath|4_4_0|1agyA00,cath|4_4_0|1b2uF00,0.244000,1.825000
cath|4_4_0|1agyA00,cath|4_4_0|1akwA00,0.324300,4.104000
cath|4_4_0|1agyA00,cath|4_4_0|1am4D00,0.259300,2.172000
cath|4_4_0|1agyA00,cath|4_4_0|1ak2A00,0.338500,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1b0aA02,0.459100,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1b0aA01,0.459100,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1afsA00,0.288800,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1b3eA02,0.490600,5.481000
cath|4_4_0|1agyA00,cath|4_4_0|1azsC02,0.261300,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1atnA01,0.287500,3.656000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xB02,0.384500,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xB01,0.384500,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1b3bA02,0.232200,2.301000
cath|4_4_0|1agyA00,cath|4_4_0|1b3bA01,0.232200,2.301000
cath|4_4_0|1agyA00,cath|4_4_0|1a3wB03,0.293200,3.256000
cath|4_4_0|1agyA00,cath|4_4_0|1b2sF00,0.196200,1.934000
cath|4_4_0|1agyA00,cath|4_4_0|1atlA00,0.354000,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1a04A02,0.368400,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1a04A01,0.368400,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1b73A02,0.387300,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1b73A01,0.387300,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1a5zA02,0.370400,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a5zA01,0.370400,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1as3A01,0.244600,2.583000
cath|4_4_0|1agyA00,cath|4_4_0|1b7gO02,0.442000,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1b5pA02,0.214200,2.049000
cath|4_4_0|1agyA00,cath|4_4_0|1b5pA01,0.214200,2.049000
cath|4_4_0|1agyA00,cath|4_4_0|1ajrB02,0.179000,1.723000
cath|4_4_0|1agyA00,cath|4_4_0|1a1vA03,0.304300,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1a1vA02,0.304300,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1a1vA01,0.304300,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1ausL02,0.388000,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1b37A02,0.533800,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1b37A01,0.533800,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1ax4D02,0.315300,4.882000
cath|4_4_0|1agyA00,cath|4_4_0|1ax4A02,0.320600,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1ax4A01,0.320600,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1azlA00,0.299300,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1aw2A00,0.211900,3.256000
cath|4_4_0|1agyA00,cath|4_4_0|1b5tA00,0.210300,2.737000
cath|4_4_0|1agyA00,cath|4_4_0|1a9qA00,0.373600,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1a4iA02,0.149500,1.723000
cath|4_4_0|1agyA00,cath|4_4_0|1a4iB01,0.215600,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1aipE03,0.242500,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1aipE02,0.242500,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1ajsB02,0.177800,2.049000
cath|4_4_0|1agyA00,cath|4_4_0|1aa1L02,0.212200,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1aa1H02,0.212200,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1aa1E02,0.212200,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1aa1B02,0.212200,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1b2yA01,0.235600,3.073000
cath|4_4_0|1agyA00,cath|4_4_0|1acoA01,0.230300,3.656000
cath|4_4_0|1agyA00,cath|4_4_0|1ay7B00,0.204000,3.450000
cath|4_4_0|1agyA00,cath|4_4_0|1aiuA00,0.415500,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1aktA00,0.294600,5.481000
cath|4_4_0|1agyA00,cath|4_4_0|1akrA00,0.327400,6.520000
cath|4_4_0|1agyA00,cath|4_4_0|1a22A00,0.204900,3.656000
cath|4_4_0|1agyA00,cath|4_4_0|1akyA00,0.312600,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1aq6A02,0.177700,2.172000
cath|4_4_0|1agyA00,cath|4_4_0|1auaA02,0.250800,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1auaA01,0.250800,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1ah4A00,0.309000,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1a0iA03,0.408800,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1a0iA02,0.408800,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1a0iA01,0.408800,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1aipA02,0.257400,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1aipA01,0.257400,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xF02,0.320200,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xD02,0.378700,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1ao0A02,0.297000,6.520000
cath|4_4_0|1agyA00,cath|4_4_0|1ao0A01,0.297000,6.520000
cath|4_4_0|1agyA00,cath|4_4_0|1b3uA00,0.184100,3.450000
cath|4_4_0|1agyA00,cath|4_4_0|1b3sF00,0.241800,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1a75A00,0.334800,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1a8pA02,0.297700,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1a8pA01,0.297700,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1adsA00,0.286000,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1a76A02,0.285200,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1a76A01,0.285200,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1ak5A00,0.317500,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1aamA02,0.134300,2.737000
cath|4_4_0|1agyA00,cath|4_4_0|1ajrA02,0.198100,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1aogA03,0.245300,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1aogA02,0.245300,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1b0mA04,0.222500,4.608000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA08,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA06,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA05,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA04,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA03,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA02,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a9xA01,0.216600,5.173000
cath|4_4_0|1agyA00,cath|4_4_0|1a6gA00,0.306300,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1aluA00,0.263000,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1axdA02,0.290200,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1axdA01,0.290200,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1ah0A00,0.225100,6.520000
cath|4_4_0|1agyA00,cath|4_4_0|1a5tA03,0.279700,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1a5tA01,0.279700,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1b43A02,0.231400,5.481000
cath|4_4_0|1agyA00,cath|4_4_0|1b43A01,0.231400,5.481000
cath|4_4_0|1agyA00,cath|4_4_0|1auiA00,0.249800,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1arhA02,0.217200,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1arhA01,0.217200,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1a0cA00,0.214900,6.153000
cath|4_4_0|1agyA00,cath|4_4_0|1ad5A01,0.188700,5.481000
cath|4_4_0|1agyA00,cath|4_4_0|1a6dB03,0.257800,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1a6dB02,0.257800,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1a6dB01,0.257800,7.755000
cath|4_4_0|1agyA00,cath|4_4_0|1amiA02,0.231600,7.319000
cath|4_4_0|1agyA00,cath|4_4_0|1asvA00,0.243000,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1a17A00,0.194100,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1asuA00,0.242600,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1a0pA01,0.247900,9.772000
cath|4_4_0|1agyA00,cath|4_4_0|1ahxA02,0.207000,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1adeA03,0.136300,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1adeA02,0.136300,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1adeA01,0.136300,3.873000
cath|4_4_0|1agyA00,cath|4_4_0|1a0eA00,0.276200,9.772000
cath|4_4_0|1agyA00,cath|4_4_0|1a6dA03,0.186900,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1a6dA02,0.186900,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1a6dA01,0.186900,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1a5lC02,0.167900,5.807000
cath|4_4_0|1agyA00,cath|4_4_0|1b33K00,0.178800,8.217000
cath|4_4_0|1agyA00,cath|4_4_0|1alaA03,0.198300,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1aeiA02,0.131900,8.705000
cath|4_4_0|1agyA00,cath|4_4_0|1anxA04,0.208500,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1anxA03,0.208500,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1anxA02,0.208500,9.223000
cath|4_4_0|1agyA00,cath|4_4_0|1anxA01,0.208500,9.223000
cath|4_4_0|1aisB01,cath|4_4_0|1aisB02,1.005000,0.000000
cath|4_4_0|1aisB01,cath|4_4_0|1aq6A02,0.396200,0.883700
cath|4_4_0|1aisB01,cath|4_4_0|1b72A00,0.485700,2.453000
cath|4_4_0|1aisB01,cath|4_4_0|1b4aA01,0.376000,2.453000
cath|4_4_0|1aisB01,cath|4_4_0|1ad6A00,0.583700,7.132000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA08,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA06,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA05,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA04,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA03,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA02,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1a9xA01,0.295400,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1akhA00,0.462400,5.399000
cath|4_4_0|1aisB01,cath|4_4_0|1aluA00,0.213400,1.542000
cath|4_4_0|1aisB01,cath|4_4_0|1ailA00,0.351300,5.154000
cath|4_4_0|1aisB01,cath|4_4_0|1ab5A00,0.200200,1.773000
cath|4_4_0|1aisB01,cath|4_4_0|1au7A01,0.358900,5.399000
cath|4_4_0|1aisB01,cath|4_4_0|1a6gA00,0.169800,2.236000
cath|4_4_0|1aisB01,cath|4_4_0|1auaA02,0.455700,9.419000
cath|4_4_0|1aisB01,cath|4_4_0|1auaA01,0.455700,9.419000
cath|4_4_0|1aisB01,cath|4_4_0|1b3sF00,0.326700,6.205000
cath|4_4_0|1aisB01,cath|4_4_0|1b2uF00,0.348300,7.132000
cath|4_4_0|1aisB01,cath|4_4_0|1a3oA00,0.163400,2.037000
cath|4_4_0|1aisB01,cath|4_4_0|1a4fB00,0.195000,2.953000
cath|4_4_0|1aisB01,cath|4_4_0|1aepA00,0.158500,2.037000
cath|4_4_0|1aisB01,cath|4_4_0|1anxA04,0.266900,4.281000
cath|4_4_0|1aisB01,cath|4_4_0|1anxA03,0.266900,4.281000
cath|4_4_0|1aisB01,cath|4_4_0|1anxA02,0.266900,4.281000
cath|4_4_0|1aisB01,cath|4_4_0|1anxA01,0.266900,4.281000
cath|4_4_0|1aisB01,cath|4_4_0|1b25A03,0.214600,4.087000
cath|4_4_0|1aisB01,cath|4_4_0|1b25A02,0.214600,4.087000
cath|4_4_0|1aisB01,cath|4_4_0|1b25A01,0.214600,4.087000
cath|4_4_0|1aisB01,cath|4_4_0|1a8vA01,0.341900,7.470000
cath|4_4_0|1aisB01,cath|4_4_0|1ax8A00,0.197800,3.556000
cath|4_4_0|1aisB01,cath|4_4_0|1ac1A00,0.424700,9.419000
cath|4_4_0|1aisB01,cath|4_4_0|1a04A02,0.463900,9.419000
cath|4_4_0|1aisB01,cath|4_4_0|1a04A01,0.463900,9.419000
cath|4_4_0|1aisB01,cath|4_4_0|1as4A02,0.316700,6.808000
cath|4_4_0|1aisB01,cath|4_4_0|1as4A01,0.316700,6.808000
cath|4_4_0|1aisB01,cath|4_4_0|1a5cA00,0.187800,2.692000
cath|4_4_0|1aisB01,cath|4_4_0|1auwA02,0.217200,3.725000
cath|4_4_0|1aisB01,cath|4_4_0|1auwA01,0.217200,3.725000
cath|4_4_0|1aisB01,cath|4_4_0|1b0nA00,0.279700,7.825000
cath|4_4_0|1aisB01,cath|4_4_0|1aj9A00,0.146800,3.094000
cath|4_4_0|1aisB01,cath|4_4_0|1a9wE00,0.191100,4.281000
cath|4_4_0|1aisB01,cath|4_4_0|1aj4A00,0.153400,2.453000
cath|4_4_0|1aisB01,cath|4_4_0|1ahjB01,0.338500,8.585000
cath|4_4_0|1aisB01,cath|4_4_0|1a1zA00,0.216600,6.808000
cath|4_4_0|1aisB01,cath|4_4_0|1a32A00,0.214800,5.655000
cath|4_4_0|1aisB01,cath|4_4_0|1b79B00,0.327500,9.419000
cath|4_4_0|1aisB01,cath|4_4_0|1ab6A00,0.205800,5.154000
cath|4_4_0|1aisB01,cath|4_4_0|153lA00,0.219500,5.924000
cath|4_4_0|1aisB01,cath|4_4_0|1a41A02,0.235100,6.808000
cath|4_4_0|1aisB01,cath|4_4_0|1a41A01,0.235100,6.808000
cath|4_4_0|1aisB01,cath|4_4_0|1b5pA02,0.164900,4.484000
cath|4_4_0|1aisB01,cath|4_4_0|1b5pA01,0.164900,4.484000
cath|4_4_0|1aisB01,cath|4_4_0|1b5oA02,0.164600,4.281000
cath|4_4_0|1aisB01,cath|4_4_0|1a1vA03,0.293500,8.196000
cath|4_4_0|1aisB01,cath|4_4_0|1a1vA02,0.293500,8.196000
cath|4_4_0|1aisB01,cath|4_4_0|1a1vA01,0.293500,8.196000
cath|4_4_0|1aisB01,cath|4_4_0|1b68A00,0.146800,5.154000
cath|4_4_0|1aisB01,cath|4_4_0|1aoaA02,0.168400,5.924000
cath|4_4_0|1aisB01,cath|4_4_0|1aoaA01,0.168400,5.924000
